,Unnamed: 0,student label,score,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,previous_sport,meals,east_coast,west_coast,x0_evening,x0_morning,x0_noon,early_bird,night_owl,frosh,junior,senior,soph
498,498,499,17.0,0.46,0.55,2,6,curling,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
499,499,500,26.05,0.61,0.44,8,3,football,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
500,500,501,50.07,0.96,0.73,5,12,football,3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
501,501,502,37.26,0.89,0.32,4,4,martial arts,4,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
502,502,503,59.620000000000005,1.0,0.8,9,9,curling,3,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
503,503,504,37.2,0.71,0.02,10,6,curling,3,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
504,504,505,27.84,0.35,0.64,10,12,curling,2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
505,505,506,10.62,0.27,0.46,1,1,frisbee,4,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
506,506,507,43.03,0.74,0.29,5,8,baseball,5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
507,507,508,42.26,0.47,0.26,9,9,frisbee,3,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
508,508,509,7.95,0.27,0.05,2,7,curling,3,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
509,509,510,0.0,0.05,0.08,5,0,baseball,3,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
510,510,511,40.32,0.16,0.05,9,12,curling,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
511,511,512,31.91,0.0,0.21,8,1,curling,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
512,512,513,49.05,0.24,0.18,2,1,table tennis,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
513,513,514,41.29,0.75,0.63,3,5,football,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
514,514,515,46.68,1.0,0.54,8,12,baseball,7,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
515,515,516,55.120000000000005,0.84,0.78,2,6,football,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
516,516,517,30.12,0.32,0.07,5,7,curling,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
517,517,518,38.11,0.0,0.09,5,3,baseball,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
518,518,519,24.39,0.05,0.94,3,11,frisbee,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
519,519,520,37.19,0.6,0.68,0,4,table tennis,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
520,520,521,79.18,0.75,0.99,7,9,frisbee,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
521,521,522,48.99,0.33,0.68,6,8,table tennis,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
522,522,523,39.57,0.34,0.67,1,9,frisbee,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
523,523,524,81.18,1.0,0.96,10,8,basketball,6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
524,524,525,87.3,0.09,0.0,4,1,curling,6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
525,525,526,79.95,0.79,1.0,8,7,curling,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
526,526,527,38.56,0.8200000000000001,0.12,7,3,baseball,6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
527,527,528,40.03,0.3,0.77,2,7,curling,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
528,528,529,52.6,1.0,0.41,5,4,table tennis,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
529,529,530,38.77,0.17,0.7000000000000001,1,3,football,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
530,530,531,42.48,1.0,0.47,6,3,curling,3,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
531,531,532,56.53,1.0,0.81,4,4,frisbee,5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
532,532,533,22.78,0.22,0.58,4,10,curling,6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
533,533,534,40.26,1.0,0.05,6,2,baseball,5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
534,534,535,52.19,0.0,1.0,4,12,frisbee,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
535,535,536,29.38,0.67,0.11,5,9,baseball,3,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
536,536,537,17.98,0.6,0.41,1,1,football,4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
537,537,538,48.77,0.34,0.79,6,5,frisbee,2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
538,538,539,34.29,0.18,0.0,3,5,frisbee,4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
539,539,540,54.01,0.5700000000000001,0.89,9,10,football,4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
540,540,541,26.05,0.33,0.42,1,5,basketball,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
541,541,542,71.78,0.7000000000000001,1.0,7,3,martial arts,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
542,542,543,15.78,0.85,0.06,5,0,baseball,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
543,543,544,59.43,0.7000000000000001,0.96,3,6,basketball,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
544,544,545,67.32000000000001,0.76,0.97,8,7,table tennis,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
545,545,546,16.75,0.68,0.0,2,8,baseball,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
546,546,547,47.22,0.93,0.42,6,10,football,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
547,547,548,56.120000000000005,0.86,0.47,6,10,martial arts,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
548,548,549,51.08,0.61,0.96,5,6,gymnastics,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
549,549,550,54.79,0.87,0.8300000000000001,2,7,frisbee,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
550,550,551,0.0,0.32,0.23,7,3,curling,6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
551,551,552,18.5,0.19,0.0,8,4,baseball,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
552,552,553,21.1,0.43,0.35,1,4,curling,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
553,553,554,35.69,0.63,0.68,3,11,football,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
554,554,555,46.13,0.6900000000000001,0.55,9,2,martial arts,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
555,555,556,78.3,0.94,1.0,9,9,curling,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
556,556,557,56.25,0.85,0.96,2,12,martial arts,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
557,557,558,14.47,0.1,0.0,8,3,table tennis,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
558,558,559,12.85,0.13,0.64,5,4,martial arts,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
559,559,560,0.0,0.16,0.16,4,1,martial arts,7,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
560,560,561,2.41,0.4,0.18,5,9,baseball,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
561,561,562,24.81,0.75,0.76,3,0,football,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
562,562,563,11.86,0.42,0.53,4,12,baseball,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
563,563,564,46.12,0.92,0.81,7,11,football,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
564,564,565,35.63,0.5700000000000001,0.93,1,1,basketball,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
565,565,566,0.0,0.46,0.08,7,1,football,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
566,566,567,13.47,0.38,0.28,6,4,curling,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
567,567,568,32.59,0.43,0.26,10,11,martial arts,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
568,568,569,56.32,1.0,0.93,5,10,football,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
569,569,570,36.74,1.0,0.71,2,5,table tennis,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
570,570,571,26.79,0.55,0.1,6,0,frisbee,6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
571,571,572,45.94,1.0,0.07,9,4,table tennis,3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
572,572,573,25.05,0.59,0.37,4,4,curling,4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
573,573,574,56.81,0.74,0.38,9,8,martial arts,5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
574,574,575,21.42,0.04,0.53,2,5,frisbee,6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
575,575,576,30.21,0.45,0.0,2,2,frisbee,3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
576,576,577,69.75,0.5700000000000001,1.0,6,12,basketball,3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
577,577,578,25.33,0.2,0.3,5,6,football,3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
578,578,579,9.49,0.47,0.0,3,3,curling,3,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
579,579,580,72.98,0.78,0.97,7,10,frisbee,4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
580,580,581,31.23,0.99,0.0,9,3,baseball,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
581,581,582,63.1,0.96,0.92,4,6,basketball,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
582,582,583,61.74,1.0,0.99,6,1,football,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
583,583,584,48.31,0.79,0.72,8,12,baseball,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
584,584,585,1.72,0.03,0.87,2,6,table tennis,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
585,585,586,27.07,0.21,1.0,5,7,curling,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
586,586,587,13.86,0.29,0.01,6,5,gymnastics,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
587,587,588,20.99,0.4,0.67,4,2,table tennis,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
588,588,589,39.22,0.54,0.52,9,10,table tennis,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
589,589,590,33.74,0.79,0.73,4,6,baseball,6,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
590,590,591,30.57,0.46,0.0,9,3,martial arts,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
591,591,592,37.71,1.0,0.24,10,7,baseball,8,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
592,592,593,18.85,0.0,0.37,2,7,basketball,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
593,593,594,30.1,1.0,0.09,6,6,curling,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
594,594,595,51.43,0.78,0.88,4,8,frisbee,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
595,595,596,30.65,0.44,0.46,1,3,martial arts,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
596,596,597,12.54,0.17,0.68,1,9,martial arts,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
597,597,598,34.42,0.6900000000000001,0.85,3,4,table tennis,7,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
598,598,599,22.23,0.0,0.0,9,3,table tennis,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
599,599,600,28.88,1.0,0.26,8,10,table tennis,7,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
600,600,601,50.66,0.59,0.22,6,3,frisbee,3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
601,601,602,55.13,1.0,0.7000000000000001,3,4,curling,3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
602,602,603,49.55,0.8300000000000001,0.3,3,3,frisbee,3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
603,603,604,40.68,0.14,0.4,6,3,basketball,2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
604,604,605,65.5,1.0,0.79,7,8,football,5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
605,605,606,24.9,0.0,0.17,5,5,curling,4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
606,606,607,31.01,0.18,0.33,2,3,martial arts,4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
607,607,608,88.32000000000001,1.0,1.0,7,12,frisbee,5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
608,608,609,41.76,0.0,0.23,7,10,gymnastics,3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
609,609,610,33.81,0.53,0.72,7,4,gymnastics,4,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
610,610,611,11.16,0.3,0.39,2,1,football,5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
611,611,612,25.99,0.02,0.53,2,1,frisbee,2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
612,612,613,44.67,0.56,0.07,5,6,martial arts,3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
613,613,614,28.21,0.16,0.14,3,7,curling,4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
614,614,615,72.11,0.76,0.93,7,5,curling,5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
615,615,616,45.59,0.66,0.65,6,5,gymnastics,9,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
616,616,617,86.29,0.99,0.96,8,5,frisbee,4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
617,617,618,51.61,0.87,0.52,3,3,curling,6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
618,618,619,59.88,1.0,0.55,6,5,baseball,5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
619,619,620,60.66,0.76,0.14,10,10,football,4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
620,620,621,31.8,0.0,0.9,0,1,basketball,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
621,621,622,68.22,0.75,0.98,5,10,curling,6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
622,622,623,54.65,0.93,0.67,8,4,baseball,6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
623,623,624,28.44,0.0,0.0,7,12,gymnastics,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
624,624,625,50.73,0.44,0.84,4,8,table tennis,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
625,625,626,56.89,1.0,0.15,6,2,gymnastics,6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
626,626,627,57.57,0.8200000000000001,0.0,10,10,basketball,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
627,627,628,56.43,1.0,0.42,8,8,curling,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
628,628,629,43.52,0.23,0.65,9,11,basketball,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
629,629,630,69.64,1.0,0.81,9,8,table tennis,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
630,630,631,82.44,0.92,1.0,8,9,frisbee,8,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
631,631,632,44.94,0.52,0.5,3,8,martial arts,3,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
632,632,633,57.84,0.95,0.81,0,6,martial arts,4,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
633,633,634,33.42,0.44,0.53,4,2,martial arts,3,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
634,634,635,35.58,0.8300000000000001,0.14,4,3,baseball,4,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
635,635,636,22.68,0.65,0.18,1,0,table tennis,4,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
636,636,637,53.29,0.15,0.0,5,9,baseball,3,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
637,637,638,41.34,0.29,0.39,5,6,martial arts,2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
638,638,639,48.65,0.49,0.0,2,4,curling,4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
639,639,640,46.78,0.0,0.3,9,8,football,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
640,640,641,44.42,0.0,1.0,4,6,frisbee,2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
641,641,642,27.23,0.05,0.67,5,4,baseball,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
642,642,643,40.35,1.0,0.33,2,6,curling,4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
643,643,644,31.43,1.0,0.1,6,4,gymnastics,4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
644,644,645,58.73,0.93,0.8,6,4,table tennis,4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
645,645,646,15.39,0.16,0.79,1,4,martial arts,2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
646,646,647,53.67,0.53,0.22,10,2,martial arts,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
647,647,648,69.81,1.0,0.92,7,5,frisbee,5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
648,648,649,56.9,0.92,0.8300000000000001,8,2,frisbee,5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
649,649,650,25.65,0.16,0.87,5,11,curling,6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
650,650,651,22.9,0.01,1.0,2,9,martial arts,6,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
651,651,652,53.38,0.86,0.52,8,6,frisbee,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
652,652,653,45.32,1.0,0.52,5,8,frisbee,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
653,653,654,24.88,0.0,0.39,9,10,baseball,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
654,654,655,29.22,0.37,0.75,5,12,frisbee,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
655,655,656,49.56,0.92,0.51,10,6,baseball,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
656,656,657,41.54,0.74,0.0,9,7,football,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
657,657,658,35.69,0.34,0.22,4,3,baseball,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
658,658,659,23.21,0.28,0.68,2,5,frisbee,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
659,659,660,83.04,1.0,1.0,8,10,basketball,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
660,660,661,70.14,0.92,1.0,5,3,martial arts,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
661,661,662,0.0,0.0,0.84,1,9,table tennis,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
662,662,663,13.56,0.88,0.24,6,0,curling,7,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
663,663,664,0.0,0.0,0.6,1,2,curling,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
664,664,665,24.94,0.0,0.61,9,9,martial arts,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
665,665,666,27.48,0.39,0.58,2,9,martial arts,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
666,666,667,0.0,0.03,1.0,1,0,table tennis,6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
667,667,668,12.77,0.49,0.44,5,4,football,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
668,668,669,17.7,0.68,0.28,8,1,curling,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
669,669,670,72.24,1.0,1.0,9,9,table tennis,6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
670,670,671,43.78,0.47,0.47,8,11,curling,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
671,671,672,38.81,0.35,0.52,2,10,frisbee,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
672,672,673,56.42,1.0,0.86,1,2,basketball,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
673,673,674,44.76,0.8300000000000001,0.43,4,0,martial arts,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
674,674,675,1.55,0.26,0.14,0,0,frisbee,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
675,675,676,68.03,0.92,1.0,5,3,football,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
676,676,677,34.160000000000004,0.41,0.43,9,9,table tennis,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
677,677,678,28.89,0.39,0.47,8,7,table tennis,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
678,678,679,27.04,0.05,1.0,2,12,table tennis,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
679,679,680,43.48,0.55,0.39,9,10,curling,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
680,680,681,54.28,0.71,0.88,7,10,table tennis,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
681,681,682,37.66,0.06,0.77,2,5,martial arts,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
682,682,683,29.16,0.22,0.76,6,7,curling,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
683,683,684,18.01,0.44,0.0,3,11,baseball,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
684,684,685,49.45,0.05,0.66,1,9,baseball,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
685,685,686,49.17,0.0,0.63,1,2,table tennis,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
686,686,687,70.57000000000001,1.0,0.89,9,8,table tennis,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
687,687,688,67.78,0.84,0.92,8,9,frisbee,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
688,688,689,32.32,0.76,0.01,8,3,gymnastics,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
